"2013-01-29 05:23:42,476",Suite,Test,# Threads,Phase,Action,Thread,Duration (ms),# Executions,# Deadlocks,Executions/s,Deadlocks/s,Avg Exec Time (ms),Avg Resp Time (ms),StdDev Resp Time (ms),Min Resp Time (ms),Max Resp Time (ms)
"2013-01-29 07:01:55,678",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,WARMUP,Execute Query,ST-0.6-[Execute Query],279910,1000,0,3.5725769,0,279.91,279.810484,78.81865964,157.12035,1412.498866
"2013-01-29 07:01:55,685",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,WARMUP,Execute Query,ST-0.7-[Execute Query],279979,1000,0,3.571696449,0,279.979,279.8936754,72.46894986,200.346464,1372.298999
"2013-01-29 07:01:55,692",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,WARMUP,Execute Query,ST-0.5-[Execute Query],280127,1000,0,3.569809408,0,280.127,280.0245515,77.63399854,176.48342,1356.571126
"2013-01-29 07:01:55,692",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,WARMUP,Execute Query,ST-0.0-[Execute Query],280135,1000,0,3.569707462,0,280.135,280.0199364,81.43692361,168.224421,1415.049357
"2013-01-29 07:01:55,692",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,WARMUP,Execute Query,ST-0.3-[Execute Query],280345,1000,0,3.567033477,0,280.345,280.2369899,78.70747032,150.018205,1465.069674
"2013-01-29 07:01:55,692",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,WARMUP,Execute Query,ST-0.8-[Execute Query],280378,1000,0,3.566613643,0,280.378,280.2881181,83.64329776,142.133346,1395.612438
"2013-01-29 07:01:55,692",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,WARMUP,Execute Query,ST-0.1-[Execute Query],280399,1000,0,3.566346528,0,280.399,280.3436424,76.27338509,118.371085,1411.772777
"2013-01-29 07:01:55,692",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,WARMUP,Execute Query,ST-0.4-[Execute Query],280432,1000,0,3.565926856,0,280.432,280.3687055,74.04893111,77.013246,1395.878007
"2013-01-29 07:01:55,692",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,WARMUP,Execute Query,ST-0.9-[Execute Query],280543,1000,0,3.564515957,0,280.543,280.4330626,67.92404991,66.833219,956.330955
"2013-01-29 07:06:46,625",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,10,RUN,Execute Query,Aggregated,287252,10000,0,34.81263838,0,286.6785,286.5392122,0,70.994665,4119.520793
"2013-01-29 07:06:46,626",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,RUN,Execute Query,ST-0.0-[Execute Query],286231,1000,0,3.493681677,0,286.231,286.1666617,135.6940851,163.378293,3991.35698
"2013-01-29 07:06:46,626",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,RUN,Execute Query,ST-0.8-[Execute Query],286371,1000,0,3.491973698,0,286.371,286.298697,119.9991797,162.24295,3099.213864
"2013-01-29 07:06:46,626",LMPI Parallel Query Test Suite,xQuery Test by :cs_q601_para,1,RUN,Execute Query,ST-0.1-[Execute Query],286416,1000,0,3.49142506,0,286.416,286.3490147,122.734371,172.865699,3090.32101
